,tweetText,pos_count,neg_count,sentiment
1350,jharriyott carldunnington similar feeling today saw set completed gcse papers realising impact online teaching hours extra training lockdown brilliant collaboration well done fabulous work students well,4,4,Neutral
1351,online study session shakespeare hamlet brilliant cambridge lecturer adrian poole march bsashakespeare helloyellohead nqtthe cmgregory revisit discover best university teaching,2,5,Negative
1352,closed doors return teaching online recorded toby progress grade piece ai nt got originally alicia keys beautiful opening song toby captures well already wdyt stafford trinitycollege rockandpop piano,5,2,Positive
1353,one thelinkcentreuk core tutors heatleyliza teaching online foundation years ta evening interested signing next one go info dates released soon plsrt therapistsconnect,2,1,Positive
1354,online ba music degree teaching day nearly finished engagement course resulted student getting track signed favourite label least last years first years ba degree musicnorthbrook,3,2,Positive
1355,patrickrnasuwt teen high school lancashire sit groups class three children sitting around child covid isolate scientifically stupid must nightmare teachers juggle online person teaching,0,8,Negative
1356,true work home online teaching lack fieldwork feel like geologist,2,3,Negative
1357,good set today makeshift standing desk teaching alevel students online google meets classroom pear deck plenty interactivity worked quite well first attempt,5,5,Neutral
1358,another favourite response professional development form sent experienced teaching staff participants asked keeping resources online increased accessibility cpd side coffee cake board,4,3,Positive
1359,stokel theory could schools allow things stand absences would classed unauthorised practice online teaching younger primary school children anyway pandemonium two children one parent wfh single laptop,1,8,Negative
1360,excited curious beasts project transition online learning sneak peak interactive journey teaching emotional literacy children,2,3,Negative
1361,calling maths leaders early years leaders equip eyfs teams effective strategies practical ideas teaching high quality early maths online cpd package webinars videos virtual learning walks,2,1,Positive
1362,making best use teaching assistants educendowfoundn free online course give clear understanding make change happen school access,3,4,Negative
1363,not keep school teach online teaching online class time xx,0,1,Negative
1364,realised people might not know japanese private tutor well twitch streamer studied japanese years teaching pretty cheap per hour happy teach online lessons people,3,6,Negative
1365,happy announce teaching telling experience content creation collaboration university essex students union colchester open zoom online lesson students university essex anyone else want join,1,3,Negative
1366,wonderful ideas particuarly remote made leap use visualiser zoom online lesson record modelling questions online videos need one home ipevo,3,1,Positive
1367,know zoom fatigue real concerned may not come us support tired another video especially teaching moving back online virtual workshop fills dread not forget offer email support,3,9,Negative
